22, 15, null, 3000, true, 141.256
22, 16, null, 3000, true, 161.916
22, 17, null, 3000, true, 709.816
22, 18, null, 3000, true, 1175.96
22, 19, null, 3000, true, 1074.23
22, 20, null, 3000, true, 1579.15
22, 21, null, 3000, true, 2623.63
22, 22, null, 3000, false, 3000.04
22, 23, null, 3000, false, 2999.7
22, 24, null, 3000, false, 3000.28
22, 25, null, 3000, false, 2999.2
22, 26, null, 3000, false, 2999.48
22, 27, null, 3000, false, 3000.69
22, 28, 28, 3000, true, 1892.01
22, 29, 29, 3000, true, 532.256
22, 30, 30, 3000, true, 315.756
